ID,Lemma,Complement,Precision,URL
24688,Bruggisser,,,http://hls-dhs-dss.ch/fr/articles/024688/2003-01-13/
24922,Brun,,,http://hls-dhs-dss.ch/fr/articles/024922/2003-01-13/
29086,Brun,,,http://hls-dhs-dss.ch/fr/articles/029086/2017-06-15/
20201,Brun,,,http://hls-dhs-dss.ch/fr/articles/020201/2003-01-13/
23500,Bruni,,,http://hls-dhs-dss.ch/fr/articles/023500/2003-02-10/
20955,Brunn,von,,http://hls-dhs-dss.ch/fr/articles/020955/2010-01-20/
46722,Brunner,,,http://hls-dhs-dss.ch/fr/articles/046722/2004-08-26/
21028,Brunner,,,http://hls-dhs-dss.ch/fr/articles/021028/2004-06-08/
23095,Brunner,,,http://hls-dhs-dss.ch/fr/articles/023095/2004-08-26/
22836,Brunner,,,http://hls-dhs-dss.ch/fr/articles/022836/2004-06-08/
22926,Brunner,,,http://hls-dhs-dss.ch/fr/articles/022926/2003-01-13/
